,train_loss,valid_loss
0,4.88035774230957,4.852080821990967
1,4.82013463973999,4.710425853729248
2,4.681158542633057,4.578977584838867
3,4.595025539398193,4.527778625488281
4,4.547999382019043,4.471560001373291
5,4.502378463745117,4.428297519683838
6,4.4592084884643555,4.3735246658325195
7,4.422083377838135,4.347477912902832
8,4.383329391479492,4.340945720672607
9,4.31879186630249,4.279196262359619
10,4.29209041595459,4.172623634338379
11,4.239940643310547,4.126384735107422
12,4.186086654663086,4.070827007293701
13,4.133738040924072,4.017097473144531
14,4.065989017486572,3.9669179916381836
15,4.014425754547119,3.916247606277466
16,3.9928622245788574,3.8675076961517334
17,3.932220220565796,3.856231927871704
18,3.9073636531829834,3.732804298400879
19,3.8435966968536377,3.745460271835327
20,3.794808864593506,3.706374406814575
21,3.76198410987854,3.555199146270752
22,3.723165988922119,3.6574740409851074
23,3.653724431991577,3.466439723968506
24,3.602451801300049,3.407207489013672
25,3.563460111618042,3.3935465812683105
26,3.548276424407959,3.371654748916626
27,3.4794719219207764,3.285349130630493
28,3.4294047355651855,3.2055397033691406
29,3.3893065452575684,3.1932051181793213
30,3.350858211517334,3.144274950027466
31,3.3013367652893066,3.0269415378570557
32,3.235128402709961,3.035691738128662
33,3.1794843673706055,2.9453554153442383
34,3.162228584289551,2.8889098167419434
35,3.0974533557891846,2.9244706630706787
36,3.0491724014282227,2.808204174041748
37,2.997096538543701,2.672192096710205
38,2.9569783210754395,2.685967206954956
39,2.906886577606201,2.685978889465332
40,2.8787479400634766,2.6211507320404053
41,2.811771869659424,2.5647594928741455
42,2.752629041671753,2.5639853477478027
43,2.7174668312072754,2.4486372470855713
44,2.693567991256714,2.4062163829803467
45,2.656320333480835,2.3028159141540527
46,2.5912346839904785,2.2364501953125
47,2.54176926612854,2.143981695175171
48,2.528698682785034,2.2132771015167236
49,2.4648947715759277,2.116715669631958
50,2.4271628856658936,2.1036975383758545
51,2.395205020904541,2.1036489009857178
52,2.3757247924804688,2.0258948802948
53,2.345768451690674,1.96299409866333
54,2.2895100116729736,1.9413765668869019
55,2.252279758453369,1.9488179683685303
56,2.206622362136841,1.7963786125183105
57,2.1919949054718018,1.8722143173217773
58,2.1539411544799805,1.7678029537200928
59,2.093226909637451,1.7581686973571777
60,2.068582773208618,1.7621707916259766
61,2.0489442348480225,1.748244285583496
62,2.0395452976226807,1.7117400169372559
63,2.018766164779663,1.6777445077896118
64,1.982472538948059,1.6691876649856567
65,1.9461652040481567,1.6046397686004639
66,1.9099030494689941,1.561480164527893
67,1.8575029373168945,1.5904005765914917
68,1.8794023990631104,1.5612552165985107
69,1.8278772830963135,1.5421245098114014
70,1.8085635900497437,1.5053062438964844
71,1.8076449632644653,1.5096160173416138
72,1.783073902130127,1.4812278747558594
73,1.7561767101287842,1.424540638923645
74,1.7128965854644775,1.3671488761901855
75,1.6828768253326416,1.3491939306259155
76,1.6838955879211426,1.358318567276001
77,1.6734312772750854,1.3670105934143066
78,1.7003265619277954,1.3369923830032349
79,1.6413068771362305,1.3346325159072876
80,1.6093249320983887,1.295177936553955
81,1.6041353940963745,1.2655856609344482
82,1.581712007522583,1.2689754962921143
83,1.5182701349258423,1.3278158903121948
84,1.5736397504806519,1.2864925861358643
85,1.5100727081298828,1.3197574615478516
86,1.5450294017791748,1.229245901107788
87,1.4847774505615234,1.312585473060608
88,1.4544622898101807,1.2008330821990967
89,1.4908853769302368,1.1893575191497803
90,1.4696530103683472,1.1735516786575317
91,1.44986891746521,1.1640490293502808
92,1.3899050951004028,1.0979328155517578
93,1.398942232131958,1.149804711341858
94,1.4175199270248413,1.1469007730484009
95,1.410164713859558,1.1244382858276367
96,1.3603659868240356,1.1315678358078003
97,1.3428599834442139,1.1285221576690674
98,1.307393193244934,1.1461681127548218
99,1.347674012184143,1.053946852684021
